pantone,name,hex,rgb,skc,family,shade,needs_review
15-0956TPG,Daylily,#EFAF0D,"239,175,13",1320,1,320,True
15-0954TPG,Symphonic Sunset,#DFA51D,"223,165,29",1360,1,360,True
12-0737TPG,Goldfinch,#F3DB74,"243,219,116",1210,1,210,False
12-0736TPG,Lemon Drop,#F5D777,"245,215,119",1220,1,220,True
13-0755TPG,Primrose Yellow,#F0CD5B,"240,205,91",1250,1,250,True
13-0756TPG,Lemon Zest,#F1D762,"241,215,98",1220,1,220,False
14-0754TPG,Super Lemon,#E5C049,"229,192,73",1290,1,290,True
13-0746TPG,Maize,#F1D14A,"241,209,74",1240,1,240,False
14-0755TPG,Sulphur,#E1BA36,"225,186,54",1310,1,310,False
13-0760TPG,Yellow Balloon,#F4D04F,"244,208,79",1240,1,240,False
13-0749TPG,Slicker,#F3D143,"243,209,67",1240,1,240,False
13-0751TPG,High Visibility,#F5CB00,"245,203,0",1250,1,250,False
14-0750TPG,Passion Fruit,#E5C634,"229,198,52",1280,1,280,False
14-0757TPG,Misted Marigold,#E8C338,"232,195,56",1280,1,280,False
14-0758TPG,Hot Spot,#D9B02A,"217,176,42",1340,1,340,True
16-0748TPG,Gold Flake,#C29926,"194,153,38",1410,1,410,True
12-0738TPG,Yellow Cream,#EED971,"238,217,113",1220,1,220,False
13-0644TPG,Golden Kiwi,#F7E14A,"247,225,74",1200,1,200,False
12-0752TPG,Buttercup,#F9E244,"249,226,68",1200,1,200,False
12-0643TPG,Blazing Yellow,#F6E63E,"246,230,62",1190,1,190,False
14-0756TPG,Empire Yellow,#F3D321,"243,211,33",1240,1,240,False
14-0760TPG,Cyber Yellow,#FDD20E,"253,210,14",1230,1,230,False
13-0858TPG,Vibrant Yellow,#FDDB27,"253,219,39",1210,1,210,False
12-0735TPG,Yellowtail,#EDDC6B,"237,220,107",1220,1,220,False
13-0753TPG,Quince,#EDD732,"237,215,50",1230,1,230,False
13-0647TPG,Illuminating,#F3E04E,"243,224,78",1200,1,200,False
14-0745TPG,Incaberry,#E6C823,"230,200,35",1270,1,270,False
15-0635TPG,Snake Eye,#CDBC38,"205,188,56",1320,1,320,False
15-0647TPG,Yellow Jasmine,#D1B425,"209,180,37",1340,1,340,False
16-0838TPG,Mango Mint,#CFB52B,"207,181,43",1340,1,340,False
12-0740TPG,Limelight,#F1EA7F,"241,234,127",1180,1,180,False
12-0742TPG,Lemon Verbena,#F6EA7B,"246,234,123",1180,1,180,False
12-0646TPG,Celandine,#F0E366,"240,227,102",1200,1,200,False
12-0642TPG,Aurora,#F1DD61,"241,221,97",1210,1,210,False
13-0640TPG,Acacia,#DCD067,"220,208,103",1260,1,260,False
13-0648TPG,Green Sheen,#DDD257,"221,210,87",1250,1,250,False
13-0646TPG,Meadowlark,#ECDB54,"236,219,84",1220,1,220,False
11-0615TPG,Pear Sorbet,#EEE9C7,"238,233,199",1170,1,170,False
11-0616TPG,Pastel Yellow,#F1E3AD,"241,227,173",1190,1,190,False
12-0715TPG,Double Cream,#F7E4AC,"247,228,172",1180,1,180,True
12-0722TPG,French Vanilla,#EDDFA3,"237,223,163",1200,1,200,False
12-0721TPG,Lemonade,#EFE59A,"239,229,154",1190,1,190,False
11-0622TPG,Yellow Iris,#EEE892,"238,232,146",1180,1,180,False
11-0620TPG,Elfin Yellow,#EFEB9A,"239,235,154",1170,1,170,False
12-0720TPG,Mellow Yellow,#EEDC9C,"238,220,156",1210,1,210,False
12-0824TPG,Pale Banana,#F6E096,"246,224,150",1200,1,200,False
12-0711TPG,Lemon Meringue,#EEE29C,"238,226,156",1200,1,200,False
12-0825TPG,Popcorn,#F7E08E,"247,224,142",1200,1,200,False
12-0718TPG,Pineapple Slice,#E6D594,"230,213,148",1230,1,230,False
12-0729TPG,Sundress,#E7CF8F,"231,207,143",1250,1,250,True
12-0727TPG,Sunshine,#F9DF82,"249,223,130",1200,1,200,False
11-0510TPG,Afterglow,#F5ECD0,"245,236,208",1160,1,160,True
11-0619TPG,Flan,#EAE0B7,"234,224,183",1200,1,200,False
12-0717TPG,Anise Flower,#ECE3BA,"236,227,186",1190,1,190,False
13-0822TPG,Sunlight,#F0DAA4,"240,218,164",1210,1,210,True
13-0917TPG,Italian Straw,#EAD4A2,"234,212,162",1230,1,230,True
13-0922TPG,Straw,#E3CA92,"227,202,146",1260,1,260,True
14-0935TPG,Jojoba,#DEC283,"222,194,131",1280,1,280,True
12-0812TPG,Alabaster Gleam,#EFDFBC,"239,223,188",1200,1,200,True
12-0806TPG,Rutabaga,#ECE1BD,"236,225,189",1190,1,190,True
13-0815TPG,Banana Crepe,#E6D3A6,"230,211,166",1230,1,230,True
12-0910TPG,Lamb's Wool,#EAD4B3,"234,212,179",2230,2,230,False
13-0814TPG,Summer Melon,#EAD6AF,"234,214,175",2220,2,220,False
12-0714TPG,Cornhusk,#F4DBB2,"244,219,178",2200,2,200,False
12-0822TPG,Golden Fleece,#F6D09D,"246,208,157",2230,2,230,False
11-0515TPG,Lemon Icing,#F4EBC8,"244,235,200",1160,1,160,False
12-0804TPG,Cloud Cream,#E7DDC3,"231,221,195",1200,1,200,True
12-0713TPG,Almond Oil,#F1E5BE,"241,229,190",1180,1,180,True
12-0815TPG,Vanilla Custard,#F0E1B9,"240,225,185",1190,1,190,True
12-0712TPG,Vanilla,#F4E5C4,"244,229,196",1180,1,180,True
13-0916TPG,Chamomile,#EAD4A6,"234,212,166",1230,1,230,True
12-0817TPG,Apricot Gelato,#F0D4A3,"240,212,163",2220,2,220,False
11-0108TPG,Solitary Star,#F0EBDB,"240,235,219",0160,0,160,False
11-0202TPG,Baby's Breath,#EBE6D5,"235,230,213",0180,0,180,False
11-0507TPG,Winter White,#F1EAD4,"241,234,212",1170,1,170,True
11-0107TPG,Papyrus,#F1ECD8,"241,236,216",0160,0,160,False
11-0106TPG,Sweet Corn,#F2EDD7,"242,237,215",1160,1,160,False
12-0602TPG,Arctic Wolf,#E7E0D1,"231,224,209",0200,0,200,False
12-0908TPG,Summer Sand,#D9CEBB,"217,206,187",0250,0,250,False
13-1012TPG,Frosted Almond,#D9C4AB,"217,196,171",2280,2,280,False
14-1012TPG,Gilded Beige,#C3A98B,"195,169,139",0360,0,360,False
15-0927TPG,Pale Gold,#C89B69,"200,155,105",2400,2,400,False
16-0836TPG,Rich Gold,#BCA360,"188,163,96",8390,8,390,True
16-1325TPG,Copper,#BF7D5C,"191,125,92",8470,8,470,False
18-1537TPG,Copper Coin,#B1624E,"177,98,78",8550,8,550,False
14-5002TPG,Silver,#AAABA7,"170,171,167",9370,9,370,False
