pantone,name,hex,rgb,skc,family,shade,shade_range,needs_review,lab_l,lab_a,lab_b
16-1142TPG,Golden Nugget,#E19E5A,"225,158,90",2367,2,367,中间色调 Mid/Standard,False,70.318,18.002,44.966
15-1153TPG,Apricot,#F0973D,"240,151,61",2368,2,368,中间色调 Mid/Standard,False,70.176,26.303,58.926
15-1142TPG,Honey Gold,#D5A351,"213,163,81",2369,2,369,中间色调 Mid/Standard,False,70.132,9.655,48.846
15-1327TPG,Peach Bloom,#DC9D7C,"220,157,124",2370,2,370,中间色调 Mid/Standard,False,70.027,19.503,26.583
15-1046TPG,Mineral Yellow,#D7A246,"215,162,70",2371,2,371,中间色调 Mid/Standard,False,69.988,10.357,53.881
16-0947TPG,Bright Gold,#D1A451,"209,164,81",2372,2,372,中间色调 Mid/Standard,False,69.967,7.418,48.547
16-0920TPG,Curds & Whey,#C1A786,"193,167,134",2373,2,373,中间色调 Mid/Standard,False,69.964,4.52,20.589
15-1234TPG,Gold Earth,#DE9D69,"222,157,105",2374,2,374,中间色调 Mid/Standard,False,69.942,18.488,36.698
15-0960TPG,Mango Mojito,#DAA03D,"218,160,61",2375,2,375,中间色调 Mid/Standard,False,69.744,12.243,57.66
15-1262TPG,Carrot Curl,#FF8B27,"255,139,39",2376,2,376,中间色调 Mid/Standard,False,69.382,37.858,67.325
16-1105TPG,Plaza Taupe,#B3A898,"179,168,152",2377,2,377,中间色调 Mid/Standard,False,69.367,1.219,9.691
15-1157TPG,Flame Orange,#F98E30,"249,142,48",2378,2,378,中间色调 Mid/Standard,False,69.259,34.181,63.707
15-1263TPG,Autumn Glory,#FF8927,"255,137,39",2379,2,379,中间色调 Mid/Standard,False,68.971,38.867,66.984
15-1322TPG,Dusty Coral,#D09D83,"208,157,131",2380,2,380,中间色调 Mid/Standard,False,68.871,15.522,20.978
16-1144TPG,Oak Buff,#D09F64,"208,159,100",2381,2,381,中间色调 Mid/Standard,False,68.845,11.198,37.622
16-1212TPG,Nomad,#BAA48F,"186,164,143",2382,2,382,中间色调 Mid/Standard,False,68.733,4.67,13.847
16-1103TPG,Pure Cashmere,#B1A699,"177,166,153",2383,2,383,中间色调 Mid/Standard,False,68.693,1.718,8.155
16-1343TPG,Autumn Sunset,#F58C57,"245,140,87",2384,2,384,中间色调 Mid/Standard,False,68.651,35.383,45.129
15-1237TPG,Apricot Tan,#DD9760,"221,151,96",2385,2,385,中间色调 Mid/Standard,False,68.28,20.558,39.328
16-1210TPG,Light Taupe,#B7A293,"183,162,147",2387,2,387,中间色调 Mid/Standard,False,68.032,5.213,10.609
15-1147TPG,Butterscotch,#DD974A,"221,151,74",2388,2,388,中间色调 Mid/Standard,False,68.023,19.045,50.072
15-1264TPG,Turmeric,#FF842A,"255,132,42",2389,2,389,中间色调 Mid/Standard,False,67.973,41.442,65.107
16-1305TPG,String,#ACA49B,"172,164,155",2390,2,390,中间色调 Mid/Standard,False,67.79,1.282,5.696
16-1324TPG,Lark,#BFA077,"191,160,119",2391,2,391,中间色调 Mid/Standard,False,67.689,5.625,25.651
15-1317TPG,Sirocco,#C19E87,"193,158,135",2392,2,392,中间色调 Mid/Standard,False,67.682,9.551,16.899
16-1331TPG,Toast,#CB9B79,"203,155,121",2393,2,393,中间色调 Mid/Standard,False,67.667,13.444,24.744
16-1338TPG,Copper Tan,#E39065,"227,144,101",2394,2,394,中间色调 Mid/Standard,False,67.442,27.134,35.801
16-1359TPG,Orange Peel,#FD823E,"253,130,62",2395,2,395,中间色调 Mid/Standard,False,67.428,42.307,56.279
15-0927TPG,Pale Gold,#C89B69,"200,155,105",2396,2,396,中间色调 Mid/Standard,False,67.085,10.516,32.581
16-1320TPG,Nougat,#BC9D89,"188,157,137",2397,2,397,中间色调 Mid/Standard,False,66.986,8.409,14.75
15-1335TPG,Tangelo,#FF7F28,"255,127,40",2398,2,398,中间色调 Mid/Standard,False,66.974,43.862,64.976
16-1257TPG,Sun Orange,#F18643,"241,134,67",2400,2,400,中间色调 Mid/Standard,False,66.643,35.825,52.627
15-1045TPG,Autumn Blaze,#DB9332,"219,147,50",2401,2,401,中间色调 Mid/Standard,False,66.643,19.178,59.148
16-1219TPG,Tuscany,#C09A87,"192,154,135",2402,2,402,中间色调 Mid/Standard,False,66.572,11.35,15.342
16-0945TPG,Tinsel,#C39C52,"195,156,82",2403,2,403,中间色调 Mid/Standard,False,66.513,5.834,43.69
16-0906TPG,Simply Taupe,#ABA093,"171,160,147",2404,2,404,中间色调 Mid/Standard,False,66.449,1.738,8.212
16-1054TPG,Sunflower,#D49537,"212,149,55",2405,2,405,中间色调 Mid/Standard,False,66.345,15.309,56.544
16-1406TPG,Atmosphere,#AB9F98,"171,159,152",2406,2,406,中间色调 Mid/Standard,False,66.307,3.132,5.221
16-1407TPG,Cobblestone,#AC9F94,"172,159,148",2407,2,407,中间色调 Mid/Standard,False,66.294,2.831,7.446
17-1350TPG,Oriole,#FF7B25,"255,123,37",2408,2,408,中间色调 Mid/Standard,False,66.187,45.741,65.373
16-0806TPG,Goat,#AD9E95,"173,158,149",2409,2,409,中间色调 Mid/Standard,False,66.143,3.926,6.683
16-1101TPG,Trench Coat,#AC9F8B,"172,159,139",2410,2,410,中间色调 Mid/Standard,False,66.083,1.377,12.159
16-1317TPG,Brush,#B79B87,"183,155,135",2411,2,411,中间色调 Mid/Standard,False,65.951,7.26,14.345
15-1051TPG,Golden Orange,#D79232,"215,146,50",2412,2,412,中间色调 Mid/Standard,False,65.934,18.006,58.306
16-1143TPG,Honey Yellow,#CB9658,"203,150,88",2413,2,413,中间色调 Mid/Standard,False,65.917,12.972,40.138
16-1104TPG,Crockery,#AB9E8D,"171,158,141",2414,2,414,中间色调 Mid/Standard,False,65.776,1.856,10.6
15-1114TPG,Travertine,#AF9C83,"175,156,131",2415,2,415,中间色调 Mid/Standard,False,65.382,2.983,15.663
15-0953TPG,Golden Yellow,#CE942D,"206,148,45",2416,2,416,中间色调 Mid/Standard,False,65.353,12.837,59.325
16-1342TPG,Buckskin,#D29056,"210,144,86",2417,2,417,中间色调 Mid/Standard,False,65.218,19.017,40.516
15-1150TPG,Dark Cheddar,#E4882E,"228,136,46",2418,2,418,中间色调 Mid/Standard,False,65.203,28.684,59.768
16-0950TPG,Narcissus,#C6954A,"198,149,74",2419,2,419,中间色调 Mid/Standard,False,64.961,10.347,45.93
16-1356TPG,Persimmon Orange,#F57B35,"245,123,53",2420,2,420,中间色调 Mid/Standard,False,64.836,42.378,57.354
15-1425TPG,Fenugreek,#C4936F,"196,147,111",2421,2,421,中间色调 Mid/Standard,False,64.766,13.866,26.228
16-1318TPG,Warm Taupe,#B19886,"177,152,134",2422,2,422,中间色调 Mid/Standard,False,64.585,6.413,12.905
16-1106TPG,Tuffet,#A99A8B,"169,154,139",2423,2,423,中间色调 Mid/Standard,False,64.492,2.967,9.873
16-1140TPG,Yam,#D18D46,"209,141,70",2424,2,424,中间色调 Mid/Standard,False,64.202,19.147,47.364
16-1337TPG,Coral Gold,#D9875D,"217,135,93",2425,2,425,中间色调 Mid/Standard,False,64.058,27.283,35.591
16-1221TPG,Roebuck,#B49581,"180,149,129",2426,2,426,中间色调 Mid/Standard,False,63.986,8.535,14.908
16-1328TPG,Sandstone,#C88E6F,"200,142,111",2427,2,427,中间色调 Mid/Standard,False,63.979,18.24,25.263
16-1148TPG,Nugget,#CE8C4E,"206,140,78",2428,2,428,中间色调 Mid/Standard,False,63.698,18.939,42.709
16-1164TPG,Orange Pepper,#E57E2E,"229,126,46",2431,2,431,中间色调 Mid/Standard,False,63.162,34.323,57.93
16-1350TPG,Amberglow,#E17F47,"225,127,71",2432,2,432,中间色调 Mid/Standard,False,63.049,33.283,46.136
16-1253TPG,Orange Ochre,#DF7F45,"223,127,69",2435,2,435,中间色调 Mid/Standard,False,62.761,32.372,46.742
16-1150TPG,Topaz,#D18648,"209,134,72",2436,2,436,中间色调 Mid/Standard,False,62.572,23.062,44.54
17-1040TPG,Spruce Yellow,#BF8D4E,"191,141,78",2440,2,440,中间色调 Mid/Standard,False,62.235,12.013,40.564
16-1255TPG,Russet Orange,#E47A2E,"228,122,46",2441,2,441,中间色调 Mid/Standard,False,62.181,35.985,56.968
16-1443TPG,Apricot Buff,#D0804F,"208,128,79",2449,2,449,中间色调 Mid/Standard,False,61.147,26.347,39.24
17-1349TPG,Exuberance,#E87133,"232,113,51",2451,2,451,中间色调 Mid/Standard,False,60.967,42.27,53.843
16-1439TPG,Caramel,#CA815A,"202,129,90",2453,2,453,中间色调 Mid/Standard,False,60.78,24.179,32.713
17-0949TPG,Chai Tea,#B9893D,"185,137,61",2456,2,456,中间色调 Mid/Standard,False,60.378,10.45,46.7
16-0948TPG,Harvest Gold,#B38B41,"179,139,65",2457,2,457,中间色调 Mid/Standard,False,60.277,6.967,44.481
16-1346TPG,Golden Ochre,#CA7E4A,"202,126,74",2461,2,461,中间色调 Mid/Standard,False,59.867,24.609,40.162
16-1149TPG,Desert Sun,#CA7B3D,"202,123,61",2468,2,468,中间色调 Mid/Standard,False,59.032,25.45,45.818
17-1048TPG,Inca Gold,#BD7F37,"189,127,55",2475,2,475,中间色调 Mid/Standard,False,58.298,17.388,47.434
16-1348TPG,Tomato Cream,#C6794C,"198,121,76",2476,2,476,中间色调 Mid/Standard,False,58.231,25.805,37.037
17-1046TPG,Golden Oak,#C37A3B,"195,122,59",2479,2,479,中间色调 Mid/Standard,False,57.885,22.933,45.291
16-1347TPG,Peach Caramel,#C77748,"199,119,72",2480,2,480,中间色调 Mid/Standard,False,57.853,27.029,38.748
17-1140TPG,Marmalade,#C66E33,"198,110,51",2500,2,500,中间色调 Mid/Standard,False,55.482,30.284,46.732
17-1145TPG,Autumn Maple,#C86C32,"200,108,50",2502,2,502,中间色调 Mid/Standard,False,55.317,32.124,47.128
16-1448TPG,Burnt Orange,#C96939,"201,105,57",2506,2,506,中间色调 Mid/Standard,False,54.886,34.436,43.254
18-0935TPG,Buckthorn Brown,#AC7835,"172,120,53",2509,2,509,中间色调 Mid/Standard,False,54.514,13.721,43.735
18-1050TPG,Honey Ginger,#B36E36,"179,110,54",2523,2,523,中间色调 Mid/Standard,False,52.954,22.432,41.795
18-1049TPG,Thai Curry,#AF6F34,"175,111,52",2526,2,526,中间色调 Mid/Standard,False,52.656,20.034,42.321
18-1249TPG,Hawaiian Sunset,#BC6537,"188,101,55",2530,2,530,中间色调 Mid/Standard,False,52.15,31.179,40.746
18-1163TPG,Pumpkin Spice,#AA6938,"170,105,56",2544,2,544,中间色调 Mid/Standard,False,50.613,21.464,37.828
17-1052TPG,Roasted Pecan,#99623A,"153,98,58",2579,2,579,中间色调 Mid/Standard,False,46.731,18.167,31.659
11-2309TPG,Petal Pink,#F4E6E2,"244,230,226",3169,3,169,浅色调 Tint/Light,False,92.273,4.07,3.647
11-2409TPG,Delicacy,#F0E3E0,"240,227,224",3179,3,179,浅色调 Tint/Light,False,91.165,3.904,3.044
11-1007TPG,Coconut Cream,#EFE3DF,"239,227,223",3180,3,180,浅色调 Tint/Light,False,91.061,3.392,3.407
12-1305TPG,Heavenly Pink,#F3DEDF,"243,222,223",3189,3,189,浅色调 Tint/Light,False,90.149,7.358,2.123
12-2103TPG,Almost Mauve,#EADEDB,"234,222,219",3196,3,196,浅色调 Tint/Light,False,89.323,3.577,2.932
11-1408TPG,Rosewater,#F2DBD7,"242,219,215",3198,3,198,浅色调 Tint/Light,False,89.134,7.256,4.842
12-1304TPG,Pearl,#F3DAD6,"243,218,214",3199,3,199,浅色调 Tint/Light,False,88.948,7.966,5.11
12-2102TPG,Mauve Morn,#EADAD9,"234,218,217",3205,3,205,浅色调 Tint/Light,False,88.279,5.315,2.468
12-1010TPG,Scallop Shell,#FAD6C6,"250,214,198",3206,3,206,浅色调 Tint/Light,False,88.207,10.11,12.546
13-1501TPG,Mangano Calcite,#F3D6D1,"243,214,209",3209,3,209,浅色调 Tint/Light,False,87.85,9.254,6.159
13-1407TPG,Creole Pink,#F5D5CD,"245,213,205",3211,3,211,浅色调 Tint/Light,False,87.684,9.868,8.053
12-1813TPG,Mary's Rose,#F8D3D5,"248,211,213",3212,3,212,浅色调 Tint/Light,False,87.655,13.217,3.822
12-1706TPG,Pink Dogwood,#F5D3D4,"245,211,212",3214,3,214,浅色调 Tint/Light,False,87.367,12.0,3.899
12-1605TPG,Crystal Pink,#EED4D1,"238,212,209",3217,3,217,浅色调 Tint/Light,False,86.933,8.527,4.781
13-1511TPG,Pink Salt,#FAD0C9,"250,208,201",3218,3,218,浅色调 Tint/Light,False,86.828,13.672,8.998
13-1520TPG,Rose Quartz,#F8CDCD,"248,205,205",3226,3,226,浅色调 Tint/Light,False,86.021,15.122,5.696
13-1406TPG,Cloud Pink,#EED1C7,"238,209,199",3227,3,227,浅色调 Tint/Light,False,85.958,8.524,8.67
12-1212TPG,Veiled Rose,#F5CEC8,"245,206,200",3228,3,228,浅色调 Tint/Light,False,85.87,12.767,8.095
12-2901TPG,Morganite,#E6D2C9,"230,210,201",3230,3,230,浅色调 Tint/Light,False,85.572,5.449,6.967
13-1404TPG,Pale Dogwood,#F0CFC3,"240,207,195",3231,3,231,浅色调 Tint/Light,False,85.551,9.687,10.229
12-1207TPG,Pearl Blush,#F2CEC5,"242,206,197",3232,3,232,浅色调 Tint/Light,False,85.531,11.234,9.165
12-2902TPG,Mauve Chalk,#E3D2CF,"227,210,207",3233,3,233,浅色调 Tint/Light,False,85.469,5.369,3.605
13-1409TPG,Seashell Pink,#F6C8C3,"246,200,195",3240,3,240,浅色调 Tint/Light,False,84.403,15.536,8.663
13-1504TPG,Peach Blush,#E6CDC5,"230,205,197",3242,3,242,浅色调 Tint/Light,False,84.235,7.432,7.168
13-1318TPG,Tropical Peach,#FFC5B2,"255,197,178",3243,3,243,浅色调 Tint/Light,False,84.179,18.095,17.506
12-1708TPG,Crystal Rose,#F8C5C8,"248,197,200",3244,3,244,浅色调 Tint/Light,False,83.998,18.571,5.439
13-1513TPG,Gossamer Pink,#F9C5C2,"249,197,194",3245,3,245,浅色调 Tint/Light,False,83.95,18.056,8.584
13-1510TPG,Impatiens Pink,#FDC2BA,"253,194,186",3249,3,249,浅色调 Tint/Light,False,83.45,19.978,12.193
13-2004TPG,Potpourri,#E9C8CA,"233,200,202",3250,3,250,浅色调 Tint/Light,False,83.389,11.932,3.316
13-2005TPG,Strawberry Cream,#F4C3C4,"244,195,196",3252,3,252,浅色调 Tint/Light,False,83.047,17.591,6.157
13-1310TPG,English Rose,#F4C3C0,"244,195,192",3253,3,253,浅色调 Tint/Light,False,82.952,17.003,8.159
13-1408TPG,Chintz Rose,#EFC5BE,"239,197,190",3254,3,254,浅色调 Tint/Light,False,82.915,13.835,9.113
13-2003TPG,First Blush,#F5C2C2,"245,194,194",3255,3,255,浅色调 Tint/Light,False,82.857,18.185,6.966
13-3803TPG,Lilac Ash,#D5CCCC,"213,204,204",3256,3,256,浅色调 Tint/Light,False,82.749,3.11,1.111
13-2007TPG,Barely There,#E7C6C8,"231,198,200",3257,3,257,浅色调 Tint/Light,False,82.673,11.956,3.325
13-1021TPG,Prairie Sunset,#FCC0A3,"252,192,163",3258,3,258,浅色调 Tint/Light,False,82.402,17.738,22.958
13-1716TPG,Pale Rosette,#FFBBB9,"255,187,185",3262,3,262,浅色调 Tint/Light,False,82.005,24.249,10.703
14-1219TPG,Peach Parfait,#F9BFAA,"249,191,170",3263,3,263,浅色调 Tint/Light,False,82.005,17.98,18.641
14-1418TPG,Peach Melba,#F9BDB0,"249,189,176",3265,3,265,浅色调 Tint/Light,False,81.66,19.799,14.954
14-1228TPG,Peach Nectar,#FFBAA0,"255,186,160",3269,3,269,浅色调 Tint/Light,False,81.248,21.676,23.019
14-1905TPG,Lotus,#E3C1C1,"227,193,193",3272,3,272,浅色调 Tint/Light,False,80.918,12.057,4.492
13-1208TPG,Peachy Keen,#E7BFB4,"231,191,180",3275,3,275,浅色调 Tint/Light,False,80.487,12.608,10.905
14-3803TPG,Hushed Violet,#D5C3C2,"213,195,194",3278,3,278,浅色调 Tint/Light,False,80.22,6.144,2.791
14-1419TPG,Peach Pearl,#F9B6A9,"249,182,169",3281,3,281,浅色调 Tint/Light,False,79.877,22.591,16.208
14-1312TPG,Pale Blush,#E5BDB0,"229,189,176",3282,3,282,浅色调 Tint/Light,False,79.722,12.35,11.942
14-1309TPG,Peach Whip,#DDBFB9,"221,191,185",3283,3,283,浅色调 Tint/Light,False,79.692,9.688,6.959
14-1314TPG,Spanish Villa,#E4BDAA,"228,189,170",3284,3,284,浅色调 Tint/Light,False,79.496,11.129,14.833
14-1803TPG,Sepia Rose,#DABEBA,"218,190,186",3287,3,287,浅色调 Tint/Light,False,79.202,9.287,5.68
14-1420TPG,Apricot Blush,#FBB2A9,"251,178,169",3288,3,288,浅色调 Tint/Light,False,79.167,25.442,15.243
14-1324TPG,Peach Bud,#FBB2A7,"251,178,167",3289,3,289,浅色调 Tint/Light,False,79.124,25.196,16.262
14-1511TPG,Powder Pink,#ECB7B7,"236,183,183",3290,3,290,浅色调 Tint/Light,False,79.111,19.131,7.388
14-1513TPG,Blossom,#F2B5B0,"242,181,176",3291,3,291,浅色调 Tint/Light,False,79.077,21.423,11.204
14-1907TPG,Peachskin,#E1B8B9,"225,184,185",3295,3,295,浅色调 Tint/Light,False,78.341,14.878,5.061
14-1311TPG,Evening Sand,#DFB7AA,"223,183,170",3302,3,302,中间色调 Mid/Standard,False,77.555,12.445,12.028
14-1506TPG,Rose Smoke,#D6B9B1,"214,185,177",3303,3,303,中间色调 Mid/Standard,False,77.382,9.076,7.882
14-1323TPG,Salmon,#F6AD99,"246,173,153",3305,3,305,中间色调 Mid/Standard,False,77.151,24.287,20.998
14-1508TPG,Silver Pink,#DCB4B3,"220,180,179",3309,3,309,中间色调 Mid/Standard,False,76.748,14.27,5.959
14-1714TPG,Quartz Pink,#F0ABAE,"240,171,174",3311,3,311,中间色调 Mid/Standard,False,76.503,25.717,8.594
14-1310TPG,Cameo Rose,#D6B6A8,"214,182,168",3312,3,312,中间色调 Mid/Standard,False,76.424,9.316,11.392
14-1313TPG,Rose Cloud,#DEB3A3,"222,179,163",3313,3,313,中间色调 Mid/Standard,False,76.324,13.221,14.066
14-1318TPG,Coral Pink,#EAAD9D,"234,173,157",3316,3,316,中间色调 Mid/Standard,False,75.957,20.196,16.982
14-1521TPG,Peaches N' Cream,#F4A7A2,"244,167,162",3318,3,318,中间色调 Mid/Standard,False,75.751,27.767,14.132
15-1239TPG,Cantaloupe,#FFA47F,"255,164,127",3319,3,319,中间色调 Mid/Standard,False,75.667,29.831,33.135
15-1712TPG,Murex Shell,#FAA3A5,"250,163,165",3320,3,320,中间色调 Mid/Standard,False,75.6,32.453,12.377
14-1224TPG,Coral Sands,#EEAB8A,"238,171,138",3321,3,321,中间色调 Mid/Standard,False,75.539,20.602,26.738
15-1415TPG,Coral Cloud,#E3ACA4,"227,172,164",3323,3,323,中间色调 Mid/Standard,False,75.151,18.995,11.938
15-1331TPG,Coral Reef,#F9A482,"249,164,130",3325,3,325,中间色调 Mid/Standard,False,75.018,27.78,30.553
14-1316TPG,Dusty Pink,#E0AD9E,"224,173,158",3326,3,326,中间色调 Mid/Standard,False,74.954,16.518,14.886
14-1307TPG,Rose Dust,#CEB3A6,"206,179,166",3327,3,327,中间色调 Mid/Standard,False,74.898,7.627,10.21
15-1433TPG,Papaya Punch,#FEA088,"254,160,136",3328,3,328,中间色调 Mid/Standard,False,74.822,32.359,27.17
15-1423TPG,Peach Amber,#FAA094,"250,160,148",3329,3,329,中间色调 Mid/Standard,False,74.577,32.072,20.242
15-1318TPG,Pink Sand,#DEAD95,"222,173,149",3330,3,330,中间色调 Mid/Standard,False,74.565,14.585,19.203
15-1621TPG,Candlelight Peach,#F4A19F,"244,161,159",3331,3,331,中间色调 Mid/Standard,False,74.337,30.564,13.784
15-1515TPG,Mellow Rose,#DDA9A2,"221,169,162",3336,3,336,中间色调 Mid/Standard,False,73.778,18.072,11.001
15-1435TPG,Desert Flower,#FF9A8D,"255,154,141",3337,3,337,中间色调 Mid/Standard,False,73.739,36.329,23.014
15-1717TPG,Pink Icing,#ECA1A6,"236,161,166",3338,3,338,中间色调 Mid/Standard,False,73.597,28.487,8.765
15-1530TPG,Peach Pink,#F89685,"248,150,133",3353,3,353,中间色调 Mid/Standard,False,71.871,34.989,24.714
15-1611TPG,Bridal Rose,#D7A3A4,"215,163,164",3354,3,354,中间色调 Mid/Standard,False,71.774,19.344,6.961
15-1512TPG,Misty Rose,#CDA7A0,"205,167,160",3355,3,355,中间色调 Mid/Standard,False,71.661,12.831,8.87
15-1334TPG,Shell Coral,#EC9A79,"236,154,121",3360,3,360,中间色调 Mid/Standard,False,71.097,27.135,29.956
15-1516TPG,Peach Beige,#D4A299,"212,162,153",3361,3,361,中间色调 Mid/Standard,False,70.967,17.198,11.838
15-1520TPG,Blooming Dahlia,#EC9787,"236,151,135",3364,3,364,中间色调 Mid/Standard,False,70.677,30.112,21.756
16-1434TPG,Coral Almond,#E39A93,"227,154,147",3365,3,365,中间色调 Mid/Standard,False,70.561,26.449,14.814
15-1523TPG,Shrimp,#E09C8B,"224,156,139",3366,3,366,中间色调 Mid/Standard,False,70.519,23.275,19.117
15-1340TPG,Cadmium Orange,#F39470,"243,148,112",3367,3,367,中间色调 Mid/Standard,False,70.462,32.236,34.145
15-1626TPG,Salmon Rose,#FC8B93,"252,139,147",3368,3,368,中间色调 Mid/Standard,False,70.366,43.494,14.991
15-1607TPG,Pale Mauve,#C4A4A3,"196,164,163",3369,3,369,中间色调 Mid/Standard,False,70.129,11.553,4.904
16-1357TPG,Bird of Paradise,#FF8C54,"255,140,84",3370,3,370,中间色调 Mid/Standard,False,69.939,39.097,48.48
16-1360TPG,Nectarine,#FF895A,"255,137,90",3375,3,375,中间色调 Mid/Standard,False,69.395,40.95,44.793
16-1509TPG,Shadow Gray,#B9A59F,"185,165,159",3376,3,376,中间色调 Mid/Standard,False,69.276,6.251,5.76
16-1542TPG,Fresh Salmon,#FF8673,"255,134,115",3377,3,377,中间色调 Mid/Standard,False,69.15,44.162,31.135
15-1511TPG,Mahogany Rose,#C3A292,"195,162,146",3378,3,378,中间色调 Mid/Standard,False,69.126,9.682,12.866
16-1543TPG,Fusion Coral,#FF8573,"255,133,115",3379,3,379,中间色调 Mid/Standard,False,68.953,44.658,30.878
15-1333TPG,Canyon Sunset,#E2957A,"226,149,122",3380,3,380,中间色调 Mid/Standard,False,68.804,25.965,26.165
16-1520TPG,Lobster Bisque,#DE948F,"222,148,143",3383,3,383,中间色调 Mid/Standard,False,68.53,27.278,14.107
16-1442TPG,Melon,#F6896A,"246,137,106",3384,3,384,中间色调 Mid/Standard,False,68.409,38.598,34.84
16-1329TPG,Coral Haze,#E39282,"227,146,130",3385,3,385,中间色调 Mid/Standard,False,68.39,28.78,21.223
16-1529TPG,Burnt Coral,#EC8A83,"236,138,131",3390,3,390,中间色调 Mid/Standard,False,67.764,36.511,19.992
16-1330TPG,Muted Clay,#D09786,"208,151,134",3392,3,392,中间色调 Mid/Standard,False,67.477,19.152,17.407
16-1632TPG,Shell Pink,#F48385,"244,131,133",3393,3,393,中间色调 Mid/Standard,False,67.4,43.231,18.541
16-1511TPG,Rose Tan,#CE9694,"206,150,148",3394,3,394,中间色调 Mid/Standard,False,67.333,20.753,9.375
16-1720TPG,Strawberry Ice,#E48990,"228,137,144",3398,3,398,中间色调 Mid/Standard,False,66.826,35.486,11.253
16-1508TPG,Adobe Rose,#B89C96,"184,156,150",3400,3,400,中间色调 Mid/Standard,False,66.65,9.36,6.984
16-1548TPG,Peach Echo,#F77D73,"247,125,115",3403,3,403,中间色调 Mid/Standard,False,66.278,45.696,27.165
16-1220TPG,Café Crème,#C49783,"196,151,131",3404,3,404,中间色调 Mid/Standard,False,66.144,14.047,17.033
16-1546TPG,Living Coral,#FC766A,"252,118,106",3410,3,410,中间色调 Mid/Standard,False,65.513,50.191,31.31
16-1545TPG,Coral Quartz,#F7796D,"247,121,109",3411,3,411,中间色调 Mid/Standard,False,65.403,47.183,29.359
16-1544TPG,Persimmon,#F57A6E,"245,122,110",3412,3,412,中间色调 Mid/Standard,False,65.328,46.048,28.65
16-1626TPG,Peach Blossom,#E28388,"226,131,136",3414,3,414,中间色调 Mid/Standard,False,65.107,36.973,13.308
16-1541TPG,Camellia,#F77765,"247,119,101",3416,3,416,中间色调 Mid/Standard,False,64.893,47.57,33.137
16-1510TPG,Fawn,#B09894,"176,152,148",3417,3,417,中间色调 Mid/Standard,False,64.824,8.212,5.384
16-1364TPG,Vibrant Orange,#FF7338,"255,115,56",3418,3,418,中间色调 Mid/Standard,False,64.814,50.083,56.503
16-1703TPG,Sphinx,#AB9995,"171,153,149",3419,3,419,中间色调 Mid/Standard,False,64.653,5.934,4.517
16-1641TPG,Georgia Peach,#F37778,"243,119,120",3420,3,420,中间色调 Mid/Standard,False,64.651,47.619,22.087
16-1349TPG,Coral Rose,#F3794E,"243,121,78",3421,3,421,中间色调 Mid/Standard,False,64.391,43.701,44.752
16-1344TPG,Dusty Orange,#E68059,"230,128,89",3422,3,422,中间色调 Mid/Standard,False,64.15,35.841,38.225
16-1358TPG,Orange Tiger,#FD7133,"253,113,51",3423,3,423,中间色调 Mid/Standard,False,64.111,50.126,57.951
17-1341TPG,Tawny Orange,#D98575,"217,133,117",3424,3,424,中间色调 Mid/Standard,False,64.011,30.494,22.319
15-1506TPG,Etherea,#A89791,"168,151,145",3426,3,426,中间色调 Mid/Standard,False,63.756,5.233,5.441
16-1640TPG,Sugar Coral,#F86E76,"248,110,118",3427,3,427,中间色调 Mid/Standard,False,63.69,53.463,22.046
16-1345TPG,Sun Baked,#D6866A,"214,134,106",3428,3,428,中间色调 Mid/Standard,False,63.664,27.722,27.916
16-1518TPG,Rosette,#CB8986,"203,137,134",3429,3,429,中间色调 Mid/Standard,False,63.6,24.848,11.915
16-1453TPG,Exotic Orange,#FB6E45,"251,110,69",3430,3,430,中间色调 Mid/Standard,False,63.423,51.467,48.609
16-1539TPG,Coral,#EC776B,"236,119,107",3431,3,431,中间色调 Mid/Standard,False,63.42,44.012,27.588
16-1460TPG,Dragon Fire,#FB6D44,"251,109,68",3432,3,432,中间色调 Mid/Standard,False,63.235,51.885,48.911
16-1506TPG,Bark,#A79592,"167,149,146",3433,3,433,中间色调 Mid/Standard,False,63.166,6.138,4.015
16-1361TPG,Carrot,#F77042,"247,112,66",3434,3,434,中间色调 Mid/Standard,False,63.145,48.957,49.638
16-1707TPG,Deauville Mauve,#AD9294,"173,146,148",3435,3,435,中间色调 Mid/Standard,False,62.995,10.419,2.708
16-1452TPG,Firecracker,#F2714E,"242,113,78",3436,3,436,中间色调 Mid/Standard,False,62.712,47.226,42.775
16-1516TPG,Cameo Brown,#BF8B84,"191,139,132",3437,3,437,中间色调 Mid/Standard,False,62.684,18.831,11.563
16-1431TPG,Canyon Clay,#CD8578,"205,133,120",3438,3,438,中间色调 Mid/Standard,False,62.603,26.133,18.476
16-1451TPG,Nasturtium,#F96A51,"249,106,81",3439,3,439,中间色调 Mid/Standard,False,62.548,53.169,41.25
16-1806TPG,Woodrose,#AE9092,"174,144,146",3440,3,440,中间色调 Mid/Standard,False,62.526,11.584,3.172
16-1624TPG,Lantana,#D87E7B,"216,126,123",3441,3,441,中间色调 Mid/Standard,False,62.469,34.448,16.81
16-1362TPG,Vermillion Orange,#FB683F,"251,104,63",3442,3,442,中间色调 Mid/Standard,False,62.317,53.951,50.437
16-1526TPG,Terra Cotta,#CE837A,"206,131,122",3443,3,443,中间色调 Mid/Standard,False,62.307,27.832,16.957
