pantone,name,hex,rgb,skc,family,shade,shade_range,needs_review,lab_l,lab_a,lab_b
11-4201TPG,Cloud Dancer,#F1F0EC,"241,240,236",0147,0,147,浅色调 Tint/Light,False,94.771,-0.367,2.046
11-4001TPG,Brilliant White,#EFF0F1,"239,240,241",0148,0,148,浅色调 Tint/Light,False,94.747,-0.155,-0.599
11-4302TPG,Cannoli Cream,#F2F0E3,"242,240,227",0149,0,149,浅色调 Tint/Light,False,94.629,-1.559,6.513
11-0607TPG,Sugar Swizzle,#F3EFE7,"243,239,231",0150,0,150,浅色调 Tint/Light,False,94.55,-0.039,4.336
11-0602TPG,Snow White,#F0EDE7,"240,237,231",0156,0,156,浅色调 Tint/Light,False,93.824,-0.037,3.255
11-0608TPG,Coconut Milk,#F0EDE5,"240,237,229",0157,0,157,浅色调 Tint/Light,False,93.776,-0.379,4.224
11-4300TPG,Marshmallow,#EFEDE3,"239,237,227",0158,0,158,浅色调 Tint/Light,False,93.652,-1.058,5.074
11-0103TPG,Egret,#EFEDE1,"239,237,225",0159,0,159,浅色调 Tint/Light,False,93.605,-1.395,6.044
11-0104TPG,Vanilla Ice,#F1ECDD,"241,236,221",0160,0,160,浅色调 Tint/Light,False,93.413,-0.861,7.863
11-0107TPG,Papyrus,#F1ECD8,"241,236,216",0161,0,161,浅色调 Tint/Light,False,93.298,-1.67,10.295
11-4202TPG,Star White,#ECECE7,"236,236,231",0162,0,162,浅色调 Tint/Light,False,93.274,-0.879,2.419
11-0205TPG,Glass Green,#EEEDD1,"238,237,209",0163,0,163,浅色调 Tint/Light,False,93.167,-4.336,13.705
11-0108TPG,Solitary Star,#F0EBDB,"240,235,219",0164,0,164,浅色调 Tint/Light,False,93.039,-1.024,8.356
11-0604TPG,Gardenia,#F0EAE0,"240,234,224",0165,0,165,浅色调 Tint/Light,False,92.906,0.311,5.565
11-1302TPG,Sea Salt,#F1E9E0,"241,233,224",0166,0,166,浅色调 Tint/Light,False,92.734,1.166,5.326
11-0609TPG,Ethereal Green,#EDECCC,"237,236,204",0167,0,167,浅色调 Tint/Light,False,92.732,-4.958,15.666
11-0606TPG,Pristine,#EEEADB,"238,234,219",0168,0,168,浅色调 Tint/Light,False,92.636,-1.207,7.756
11-1404TPG,Powder Puff,#F3E7DC,"243,231,220",0169,0,169,浅色调 Tint/Light,False,92.298,2.224,6.801
11-4800TPG,Blanc de Blanc,#E9E9E7,"233,233,231",0170,0,170,浅色调 Tint/Light,False,92.297,-0.355,0.969
11-0701TPG,Whisper White,#EFE8DD,"239,232,221",0171,0,171,浅色调 Tint/Light,False,92.258,0.49,6.182
11-1001TPG,White Alyssum,#ECE8E4,"236,232,228",0172,0,172,浅色调 Tint/Light,False,92.197,0.647,2.417
12-1106TPG,Sheer Pink,#F2E7DB,"242,231,219",0173,0,173,浅色调 Tint/Light,False,92.196,1.714,7.164
11-1006TPG,Slightly Pink,#EDE6E2,"237,230,226",0174,0,174,浅色调 Tint/Light,False,91.725,1.671,2.783
11-0105TPG,Antique White,#EEE7D4,"238,231,212",0175,0,175,浅色调 Tint/Light,False,91.722,-0.812,10.09
11-1005TPG,Bridal Blush,#EDE5DE,"237,229,222",0178,0,178,浅色调 Tint/Light,False,91.378,1.506,4.369
11-4801TPG,Tofu,#EAE6DA,"234,230,218",0179,0,179,浅色调 Tint/Light,False,91.301,-0.711,6.318
11-0202TPG,Baby's Breath,#EBE6D5,"235,230,213",0180,0,180,浅色调 Tint/Light,False,91.262,-1.188,8.879
11-0410TPG,Sylvan Green,#E6E7CB,"230,231,203",0182,0,182,浅色调 Tint/Light,False,90.911,-5.055,13.537
11-0605TPG,Jet Stream,#EAE3DB,"234,227,219",0185,0,185,浅色调 Tint/Light,False,90.572,0.996,4.742
12-1108TPG,Dew,#EFE2D4,"239,226,212",0186,0,186,浅色调 Tint/Light,False,90.55,2.102,8.423
11-4301TPG,Lily White,#E4E3DD,"228,227,221",0188,0,188,浅色调 Tint/Light,False,90.162,-0.719,3.043
12-4302TPG,Vaporous Gray,#E1E2DB,"225,226,219",0193,0,193,浅色调 Tint/Light,False,89.634,-1.576,3.297
12-0601TPG,Eggnog,#EAE0D2,"234,224,210",0194,0,194,浅色调 Tint/Light,False,89.607,1.053,8.064
12-0602TPG,Arctic Wolf,#E7E0D1,"231,224,209",0196,0,196,浅色调 Tint/Light,False,89.348,-0.162,8.186
12-5201TPG,Icicle,#DFE1D3,"223,225,211",0199,0,199,浅色调 Tint/Light,False,89.037,-3.126,6.61
12-0704TPG,White Smoke,#ECDDC8,"236,221,200",0201,0,201,浅色调 Tint/Light,False,88.789,1.728,12.158
12-4306TPG,Barely Blue,#DCE0DC,"220,224,220",0202,0,202,浅色调 Tint/Light,False,88.778,-2.067,1.483
12-0104TPG,White Asparagus,#E3DECA,"227,222,202",0205,0,205,浅色调 Tint/Light,False,88.371,-1.677,10.416
11-0603TPG,Pastel Parchment,#E5DCD5,"229,220,213",0206,0,206,浅色调 Tint/Light,False,88.28,1.868,4.526
13-4108TPG,Nimbus Cloud,#DAD9DB,"218,217,219",0218,0,218,浅色调 Tint/Light,False,86.823,0.7,-0.861
12-0000TPG,White Swan,#E2D7C6,"226,215,198",0222,0,222,浅色调 Tint/Light,False,86.429,0.94,9.737
12-0304TPG,Whitecap Gray,#E1D7C6,"225,215,198",0223,0,223,浅色调 Tint/Light,False,86.349,0.584,9.612
12-4300TPG,White Onyx,#D9D8D1,"217,216,209",0224,0,224,浅色调 Tint/Light,False,86.239,-0.9,3.565
12-5202TPG,Turtledove,#DED7C7,"222,215,199",0225,0,225,浅色调 Tint/Light,False,86.134,-0.321,8.745
12-0105TPG,Bone White,#DED7C4,"222,215,196",0226,0,226,浅色调 Tint/Light,False,86.065,-0.806,10.23
13-0002TPG,White Sand,#DCD6D1,"220,214,209",0227,0,227,浅色调 Tint/Light,False,85.963,1.177,3.192
12-0110TPG,Pistachio Shell,#DED6BE,"222,214,190",0229,0,229,浅色调 Tint/Light,False,85.676,-1.239,12.843
12-0404TPG,Light Gray,#DAD6CB,"218,214,203",0230,0,230,浅色调 Tint/Light,False,85.661,-0.546,5.911
13-0905TPG,Birch,#DED5C6,"222,213,198",0231,0,231,浅色调 Tint/Light,False,85.603,0.554,8.513
12-6204TPG,Silver Green,#D6D5C6,"214,213,198",0235,0,235,浅色调 Tint/Light,False,84.977,-2.274,7.533
13-0513TPG,Frozen Dew,#DCD4B8,"220,212,184",0236,0,236,浅色调 Tint/Light,False,84.876,-1.856,14.855
12-0605TPG,Angora,#DED3BB,"222,211,187",0237,0,237,浅色调 Tint/Light,False,84.847,-0.151,13.252
12-0311TPG,Asparagus Green,#D7D4B9,"215,212,185",0239,0,239,浅色调 Tint/Light,False,84.503,-3.514,13.744
13-0908TPG,Parchment,#DED1BC,"222,209,188",0241,0,241,浅色调 Tint/Light,False,84.361,1.043,12.035
12-4301TPG,Almond Milk,#D9D0BE,"217,208,190",0246,0,246,浅色调 Tint/Light,False,83.748,0.076,10.046
13-1106TPG,Sand Dollar,#DECEBB,"222,206,187",0248,0,248,浅色调 Tint/Light,False,83.58,2.453,11.455
12-1403TPG,Tapioca,#DDCEBA,"221,206,186",0249,0,249,浅色调 Tint/Light,False,83.474,1.935,11.826
13-0000TPG,Moonbeam,#D6CFC7,"214,207,199",0250,0,250,浅色调 Tint/Light,False,83.466,1.02,4.827
13-1107TPG,Whisper Pink,#DECDBF,"222,205,191",0251,0,251,浅色调 Tint/Light,False,83.419,3.603,9.1
13-3801TPG,Crystal Gray,#DACDC5,"218,205,197",0252,0,252,浅色调 Tint/Light,False,83.232,3.145,5.594
13-0907TPG,Sandshell,#DACEBA,"218,206,186",0253,0,253,浅色调 Tint/Light,False,83.228,0.845,11.442
13-0608TPG,Aloe Wash,#CFD2B2,"207,210,178",0254,0,254,浅色调 Tint/Light,False,83.217,-6.474,15.544
12-0908TPG,Summer Sand,#D9CEBB,"217,206,187",0255,0,255,浅色调 Tint/Light,False,83.17,0.64,10.816
12-1404TPG,Pink Tint,#DBCBBC,"219,203,188",0256,0,256,浅色调 Tint/Light,False,82.595,3.093,9.487
13-0003TPG,Perfectly Pale,#D6CCC1,"214,204,193",0257,0,257,浅色调 Tint/Light,False,82.557,1.583,6.713
13-1007TPG,Oyster White,#D6CDB1,"214,205,177",0258,0,258,浅色调 Tint/Light,False,82.451,-1.485,15.075
13-0611TPG,Moth,#D3CEB0,"211,206,176",0259,0,259,浅色调 Tint/Light,False,82.447,-3.258,15.566
12-1406TPG,Almond Peach,#DBCABF,"219,202,191",0260,0,260,浅色调 Tint/Light,False,82.413,4.097,7.626
13-0711TPG,Putty,#D4CDB0,"212,205,176",0261,0,261,浅色调 Tint/Light,False,82.268,-2.372,15.327
13-4403TPG,Silver Birch,#CECDC1,"206,205,193",0262,0,262,浅色调 Tint/Light,False,82.182,-1.776,6.091
13-5304TPG,Rainy Day,#D4CBBF,"212,203,191",0263,0,263,浅色调 Tint/Light,False,82.094,1.062,7.093
13-0607TPG,Fog,#D4C9B6,"212,201,182",0267,0,267,浅色调 Tint/Light,False,81.373,0.651,10.867
13-0404TPG,Ancient Scroll,#D1C7B9,"209,199,185",0274,0,274,浅色调 Tint/Light,False,80.686,1.099,8.25
14-0615TPG,Green Haze,#CCC8A5,"204,200,165",0279,0,279,浅色调 Tint/Light,False,80.103,-4.388,18.046
14-1107TPG,Oyster Gray,#CFC4B1,"207,196,177",0284,0,284,浅色调 Tint/Light,False,79.568,0.662,10.92
14-0108TPG,Castle Wall,#CEC4AE,"206,196,174",0285,0,285,浅色调 Tint/Light,False,79.419,-0.178,12.305
13-0401TPG,Oatmeal,#CCC4B4,"204,196,180",0286,0,286,浅色调 Tint/Light,False,79.393,0.053,9.027
13-0403TPG,Gray Morn,#CFC2B9,"207,194,185",0287,0,287,浅色调 Tint/Light,False,79.244,3.019,6.158
14-1014TPG,Gravel,#D0C2A5,"208,194,165",0290,0,290,浅色调 Tint/Light,False,78.875,0.247,16.382
13-0400TPG,French Oak,#CCC1B3,"204,193,179",0292,0,292,浅色调 Tint/Light,False,78.597,1.475,8.427
14-6305TPG,Pelican,#C6C0B1,"198,192,177",0300,0,300,中间色调 Mid/Standard,False,77.804,-0.503,8.305
14-0105TPG,Overcast,#C4C0AA,"196,192,170",0302,0,302,中间色调 Mid/Standard,False,77.482,-2.379,11.597
14-0000TPG,Silver Gray,#C5BEB6,"197,190,182",0304,0,304,中间色调 Mid/Standard,False,77.326,1.043,4.906
14-0002TPG,Pumice Stone,#C4BEB4,"196,190,180",0305,0,305,中间色调 Mid/Standard,False,77.196,0.342,5.791
15-4502TPG,Silver Cloud,#C5BDB5,"197,189,181",0306,0,306,中间色调 Mid/Standard,False,77.042,1.404,5.039
13-1105TPG,Brown Rice,#C8BCA4,"200,188,164",0310,0,310,中间色调 Mid/Standard,False,76.635,0.271,13.678
14-1106TPG,Peyote,#C4BCAD,"196,188,173",0311,0,311,中间色调 Mid/Standard,False,76.509,0.227,8.592
14-0210TPG,Tidal Foam,#C4BCA4,"196,188,164",0313,0,313,中间色调 Mid/Standard,False,76.304,-1.22,13.164
14-4501TPG,Silver Lining,#C0BAAD,"192,186,173",0319,0,319,中间色调 Mid/Standard,False,75.664,-0.165,7.338
14-0708TPG,Cement,#C7B8A7,"199,184,167",0320,0,320,中间色调 Mid/Standard,False,75.584,2.493,10.558
14-1209TPG,Smoke Gray,#CBB7A2,"203,183,162",0321,0,321,中间色调 Mid/Standard,False,75.559,3.752,13.28
15-1217TPG,Mojave Desert,#C7B795,"199,183,149",0325,0,325,中间色调 Mid/Standard,False,74.938,0.336,19.384
14-6308TPG,Alfalfa,#B9B9A4,"185,185,164",0328,0,328,中间色调 Mid/Standard,False,74.631,-3.694,10.672
15-1214TPG,Warm Sand,#CBB395,"203,179,149",0331,0,331,中间色调 Mid/Standard,False,74.259,4.011,18.5
14-0418TPG,Bog,#B7B996,"183,185,150",0332,0,332,中间色调 Mid/Standard,False,74.169,-6.67,17.577
15-1216TPG,Pale Khaki,#C4B396,"196,179,150",0337,0,337,中间色调 Mid/Standard,False,73.662,1.457,17.035
15-1305TPG,Feather Gray,#C0B3A3,"192,179,163",0338,0,338,中间色调 Mid/Standard,False,73.605,1.93,9.837
15-4503TPG,Chateau Gray,#BDB3AB,"189,179,171",0339,0,339,中间色调 Mid/Standard,False,73.545,2.15,5.35
15-4504TPG,Nacreous Clouds,#BBB1AB,"187,177,171",0344,0,344,中间色调 Mid/Standard,False,72.859,2.5,4.339
15-6307TPG,Agate Gray,#B4B3A5,"180,179,165",0346,0,346,中间色调 Mid/Standard,False,72.668,-2.158,7.273
15-0000TPG,Dove,#B7B1AA,"183,177,170",0347,0,347,中间色调 Mid/Standard,False,72.504,0.875,4.333
15-1309TPG,Moonlight,#C2AE9D,"194,174,157",0349,0,349,中间色调 Mid/Standard,False,72.347,4.426,11.351
15-1116TPG,Safari,#C1AE94,"193,174,148",0351,0,351,中间色调 Mid/Standard,False,72.06,2.695,15.852
14-1208TPG,Irish Cream,#C2AD92,"194,173,146",0353,0,353,中间色调 Mid/Standard,False,71.848,3.329,16.66
15-1306TPG,Oxford Tan,#BDAD9E,"189,173,158",0355,0,355,中间色调 Mid/Standard,False,71.674,3.239,9.788
15-1308TPG,Doeskin,#BDAD9A,"189,173,154",0356,0,356,中间色调 Mid/Standard,False,71.582,2.61,11.851
15-1213TPG,Candied Ginger,#C8AA8F,"200,170,143",0357,0,357,中间色调 Mid/Standard,False,71.564,6.859,17.986
15-1315TPG,Rugby Tan,#C6A994,"198,169,148",0359,0,359,中间色调 Mid/Standard,False,71.229,7.321,14.757
15-1314TPG,Cuban Sand,#C3A990,"195,169,144",0362,0,362,中间色调 Mid/Standard,False,70.866,5.591,16.4
15-1115TPG,Fields of Rye,#B9AC94,"185,172,148",0363,0,363,中间色调 Mid/Standard,False,70.842,0.703,14.045
14-1012TPG,Gilded Beige,#C3A98B,"195,169,139",0364,0,364,中间色调 Mid/Standard,False,70.763,4.898,18.989
14-1305TPG,Mushroom,#BBA99F,"187,169,159",0365,0,365,中间色调 Mid/Standard,False,70.486,4.818,7.52
15-1307TPG,White Pepper,#BAAA95,"186,170,149",0366,0,366,中间色调 Mid/Standard,False,70.427,2.318,12.926
16-1102TPG,Island Fossil,#B3AB9E,"179,171,158",0367,0,367,中间色调 Mid/Standard,False,70.301,0.586,7.715
15-1020TPG,Ginger Root,#C1A68B,"193,166,139",0371,0,371,中间色调 Mid/Standard,False,69.807,5.738,17.64
15-1215TPG,Sesame,#BFA68F,"191,166,143",0372,0,372,中间色调 Mid/Standard,False,69.706,5.522,15.277
15-1304TPG,Humus,#B7A897,"183,168,151",0373,0,373,中间色调 Mid/Standard,False,69.688,2.571,10.745
11-0106TPG,Sweet Corn,#F2EDD7,"242,237,215",1158,1,158,浅色调 Tint/Light,False,93.603,-1.988,11.259
11-0617TPG,Transparent Yellow,#F6EDC3,"246,237,195",1159,1,159,浅色调 Tint/Light,False,93.495,-3.563,21.481
11-0510TPG,Afterglow,#F5ECD0,"245,236,208",1160,1,160,浅色调 Tint/Light,True,93.432,-1.51,14.673
11-0515TPG,Lemon Icing,#F4EBC8,"244,235,200",1164,1,164,浅色调 Tint/Light,False,92.936,-2.554,18.1
11-0507TPG,Winter White,#F1EAD4,"241,234,212",1166,1,166,浅色调 Tint/Light,True,92.707,-1.288,11.527
11-0618TPG,Wax Yellow,#EEEDB0,"238,237,176",1167,1,167,浅色调 Tint/Light,False,92.522,-9.081,29.776
11-0623TPG,Yellow Pear,#EFEC9C,"239,236,156",1172,1,172,浅色调 Tint/Light,False,92.017,-10.658,39.207
11-0710TPG,Tender Yellow,#EDEBB2,"237,235,178",1173,1,173,浅色调 Tint/Light,False,91.97,-8.186,27.994
11-0615TPG,Pear Sorbet,#EEE9C7,"238,233,199",1174,1,174,浅色调 Tint/Light,False,91.944,-3.841,17.158
11-0620TPG,Elfin Yellow,#EFEB9A,"239,235,154",1175,1,175,浅色调 Tint/Light,False,91.731,-10.388,39.832
12-0742TPG,Lemon Verbena,#F6EA7B,"246,234,123",1176,1,176,浅色调 Tint/Light,False,91.627,-10.223,54.83
12-0712TPG,Vanilla,#F4E5C4,"244,229,196",1178,1,178,浅色调 Tint/Light,True,91.351,-0.086,17.951
12-0740TPG,Limelight,#F1EA7F,"241,234,127",1179,1,179,浅色调 Tint/Light,False,91.271,-11.852,52.428
12-0713TPG,Almond Oil,#F1E5BE,"241,229,190",1181,1,181,浅色调 Tint/Light,True,90.989,-2.036,20.52
12-0715TPG,Double Cream,#F7E4AC,"247,228,172",1182,1,182,浅色调 Tint/Light,True,90.89,-1.695,29.737
12-0520TPG,Pale Lime Yellow,#E7E9A5,"231,233,165",1183,1,183,浅色调 Tint/Light,False,90.773,-11.103,32.926
11-0622TPG,Yellow Iris,#EEE892,"238,232,146",1184,1,184,浅色调 Tint/Light,False,90.765,-10.158,42.545
12-0607TPG,Green Essence,#E6E6C7,"230,230,199",1185,1,185,浅色调 Tint/Light,False,90.57,-5.174,15.136
12-0525TPG,Luminary Green,#E2E9A6,"226,233,166",1186,1,186,浅色调 Tint/Light,False,90.414,-12.839,31.872
12-0721TPG,Lemonade,#EFE59A,"239,229,154",1188,1,188,浅色调 Tint/Light,False,90.195,-7.388,37.834
11-0616TPG,Pastel Yellow,#F1E3AD,"241,227,173",1189,1,189,浅色调 Tint/Light,False,90.164,-3.317,28.159
12-0643TPG,Blazing Yellow,#F6E63E,"246,230,62",1190,1,190,浅色调 Tint/Light,False,90.108,-11.986,77.866
12-0717TPG,Anise Flower,#ECE3BA,"236,227,186",1191,1,191,浅色调 Tint/Light,False,90.007,-3.413,21.168
12-0815TPG,Vanilla Custard,#F0E1B9,"240,225,185",1192,1,192,浅色调 Tint/Light,True,89.804,-1.065,21.455
12-0806TPG,Rutabaga,#ECE1BD,"236,225,189",1194,1,194,浅色调 Tint/Light,True,89.561,-1.965,18.99
12-0824TPG,Pale Banana,#F6E096,"246,224,150",1195,1,195,浅色调 Tint/Light,False,89.444,-2.604,38.98
12-0825TPG,Popcorn,#F7E08E,"247,224,142",1196,1,196,浅色调 Tint/Light,False,89.412,-3.05,42.953
13-0633TPG,Chardonnay,#EBE39C,"235,227,156",1197,1,197,浅色调 Tint/Light,False,89.394,-7.682,35.717
12-0711TPG,Lemon Meringue,#EEE29C,"238,226,156",1198,1,198,浅色调 Tint/Light,False,89.38,-6.03,35.743
12-0752TPG,Buttercup,#F9E244,"249,226,68",1199,1,199,浅色调 Tint/Light,False,89.371,-8.512,75.284
12-0741TPG,Sunny Lime,#DEE884,"222,232,132",1200,1,200,浅色调 Tint/Light,False,89.351,-17.809,47.353
12-0812TPG,Alabaster Gleam,#EFDFBC,"239,223,188",1201,1,201,浅色调 Tint/Light,True,89.28,0.012,19.155
12-0727TPG,Sunshine,#F9DF82,"249,223,130",1202,1,202,浅色调 Tint/Light,False,89.172,-2.903,48.581
12-0530TPG,Charlock,#E4E58F,"228,229,143",1203,1,203,浅色调 Tint/Light,False,89.166,-12.848,41.829
12-0646TPG,Celandine,#F0E366,"240,227,102",1204,1,204,浅色调 Tint/Light,False,89.123,-10.79,61.335
11-0619TPG,Flan,#EAE0B7,"234,224,183",1205,1,205,浅色调 Tint/Light,False,89.028,-3.043,21.345
13-0644TPG,Golden Kiwi,#F7E14A,"247,225,74",1206,1,206,浅色调 Tint/Light,False,88.98,-8.573,72.717
12-0722TPG,French Vanilla,#EDDFA3,"237,223,163",1207,1,207,浅色调 Tint/Light,False,88.65,-4.054,31.195
13-0647TPG,Illuminating,#F3E04E,"243,224,78",1208,1,208,浅色调 Tint/Light,False,88.409,-9.532,70.54
12-0804TPG,Cloud Cream,#E7DDC3,"231,221,195",1209,1,209,浅色调 Tint/Light,True,88.277,-0.834,13.997
12-0826TPG,Golden Haze,#FADA95,"250,218,149",1210,1,210,浅色调 Tint/Light,True,88.276,1.903,38.035
12-0521TPG,Young Wheat,#E0E0A7,"224,224,167",1211,1,211,浅色调 Tint/Light,False,87.944,-8.945,28.012
12-0720TPG,Mellow Yellow,#EEDC9C,"238,220,156",1212,1,212,浅色调 Tint/Light,False,87.856,-2.987,33.732
13-0858TPG,Vibrant Yellow,#FDDB27,"253,219,39",1213,1,213,浅色调 Tint/Light,False,87.822,-4.277,82.399
13-0822TPG,Sunlight,#F0DAA4,"240,218,164",1214,1,214,浅色调 Tint/Light,True,87.655,-0.238,29.388
12-0642TPG,Aurora,#F1DD61,"241,221,97",1215,1,215,浅色调 Tint/Light,False,87.621,-7.729,61.871
12-0737TPG,Goldfinch,#F3DB74,"243,219,116",1216,1,216,浅色调 Tint/Light,False,87.476,-4.491,53.109
13-0851TPG,Minion YellowTM,#FFD763,"255,215,99",1217,1,217,浅色调 Tint/Light,True,87.371,1.179,61.062
13-0840TPG,Snapdragon,#FFD673,"255,214,115",1218,1,218,浅色调 Tint/Light,True,87.288,2.826,53.621
12-0703TPG,Seedpearl,#E3DAC2,"227,218,194",1219,1,219,浅色调 Tint/Light,True,87.178,-0.883,12.921
12-0735TPG,Yellowtail,#EDDC6B,"237,220,107",1220,1,220,浅色调 Tint/Light,False,87.122,-8.138,56.749
12-0524TPG,Citron,#DEDE9D,"222,222,157",1221,1,221,浅色调 Tint/Light,False,87.099,-9.987,31.984
13-0849TPG,Habañero Gold,#FFD653,"255,214,83",1222,1,222,浅色调 Tint/Light,True,86.988,0.746,67.458
13-0850TPG,Aspen Gold,#FED65E,"254,214,94",1223,1,223,浅色调 Tint/Light,True,86.985,0.962,62.804
12-0736TPG,Lemon Drop,#F5D777,"245,215,119",1224,1,224,浅色调 Tint/Light,True,86.676,-1.402,50.766
13-0646TPG,Meadowlark,#ECDB54,"236,219,84",1225,1,225,浅色调 Tint/Light,False,86.573,-9.599,66.096
12-0738TPG,Yellow Cream,#EED971,"238,217,113",1226,1,226,浅色调 Tint/Light,False,86.503,-5.744,53.263
12-0633TPG,Canary Yellow,#DEDC80,"222,220,128",1227,1,227,浅色调 Tint/Light,False,86.144,-12.279,45.313
13-0720TPG,Custard,#E8D88D,"232,216,141",1228,1,228,浅色调 Tint/Light,False,86.103,-4.971,38.961
13-0756TPG,Lemon Zest,#F1D762,"241,215,98",1229,1,229,浅色调 Tint/Light,False,86.1,-4.634,59.738
13-0758TPG,Dandelion,#FFD31A,"255,211,26",1230,1,230,浅色调 Tint/Light,False,85.97,0.367,83.577
13-0614TPG,Garden Glade,#DFD8A8,"223,216,168",1231,1,231,浅色调 Tint/Light,False,85.82,-5.119,24.592
13-0651TPG,Evening Primrose,#D3E031,"211,224,49",1232,1,232,浅色调 Tint/Light,False,85.697,-24.04,76.699
13-0916TPG,Chamomile,#EAD4A6,"234,212,166",1233,1,233,浅色调 Tint/Light,True,85.673,0.819,25.58
13-0917TPG,Italian Straw,#EAD4A2,"234,212,162",1234,1,234,浅色调 Tint/Light,True,85.6,0.31,27.563
14-0760TPG,Cyber Yellow,#FDD20E,"253,210,14",1235,1,235,浅色调 Tint/Light,False,85.51,-0.125,84.787
13-0753TPG,Quince,#EDD732,"237,215,50",1236,1,236,浅色调 Tint/Light,False,85.422,-8.714,76.973
12-0718TPG,Pineapple Slice,#E6D594,"230,213,148",1237,1,237,浅色调 Tint/Light,False,85.277,-3.435,34.296
13-0815TPG,Banana Crepe,#E6D3A6,"230,211,166",1238,1,238,浅色调 Tint/Light,True,85.081,-0.181,24.718
14-0756TPG,Empire Yellow,#F3D321,"243,211,33",1239,1,239,浅色调 Tint/Light,False,84.872,-4.606,80.932
13-0643TPG,Yellow Plum,#D7DA58,"215,218,88",1240,1,240,浅色调 Tint/Light,False,84.636,-17.476,61.858
13-0754TPG,Sunstruck,#F5D051,"245,208,81",1241,1,241,浅色调 Tint/Light,False,84.546,-0.458,65.445
13-0749TPG,Slicker,#F3D143,"243,209,67",1242,1,242,浅色调 Tint/Light,False,84.517,-2.496,70.783
13-0760TPG,Yellow Balloon,#F4D04F,"244,208,79",1243,1,243,浅色调 Tint/Light,False,84.439,-0.983,66.119
13-0746TPG,Maize,#F1D14A,"241,209,74",1244,1,244,浅色调 Tint/Light,False,84.38,-3.006,67.954
13-0443TPG,Love Bird,#C5DE48,"197,222,72",1245,1,245,浅色调 Tint/Light,False,84.267,-27.706,67.458
13-0333TPG,Lima Bean,#DDD38E,"221,211,142",1246,1,246,浅色调 Tint/Light,False,83.922,-6.607,35.448
12-0626TPG,Lemon Grass,#D9D491,"217,212,145",1247,1,247,浅色调 Tint/Light,False,83.905,-8.315,33.831
14-0851TPG,Samoan Sun,#F5CC71,"245,204,113",1248,1,248,浅色调 Tint/Light,True,83.858,3.749,50.267
13-0645TPG,Limeade,#D2D864,"210,216,100",1249,1,249,浅色调 Tint/Light,False,83.827,-17.622,55.578
12-0729TPG,Sundress,#E7CF8F,"231,207,143",1250,1,250,浅色调 Tint/Light,True,83.757,-0.529,34.881
12-0426TPG,Mellow Green,#D2D591,"210,213,145",1251,1,251,浅色调 Tint/Light,False,83.618,-11.516,33.351
13-0613TPG,Chino Green,#DCD0AC,"220,208,172",1252,1,252,浅色调 Tint/Light,True,83.604,-1.561,19.404
12-0435TPG,Daiquiri Green,#CCD77F,"204,215,127",1253,1,253,浅色调 Tint/Light,False,83.427,-16.935,42.106
13-0755TPG,Primrose Yellow,#F0CD5B,"240,205,91",1254,1,254,浅色调 Tint/Light,True,83.414,-0.409,59.832
14-0850TPG,Daffodil,#FFC752,"255,199,82",1255,1,255,浅色调 Tint/Light,True,83.295,8.393,64.015
12-0758TPG,Yarrow,#F0CB76,"240,203,118",1256,1,256,浅色调 Tint/Light,True,83.204,2.653,46.932
13-0648TPG,Green Sheen,#DDD257,"221,210,87",1257,1,257,浅色调 Tint/Light,False,82.996,-11.094,60.64
13-0751TPG,High Visibility,#F5CB00,"245,203,0",1258,1,258,浅色调 Tint/Light,False,82.982,-0.085,83.914
13-0530TPG,Lime Sherbet,#CED48C,"206,212,140",1259,1,259,浅色调 Tint/Light,False,82.968,-13.16,34.998
12-0619TPG,Dusty Yellow,#D5D09E,"213,208,158",1260,1,260,浅色调 Tint/Light,False,82.768,-6.14,25.519
13-0540TPG,Wild Lime,#CAD66A,"202,214,106",1261,1,261,浅色调 Tint/Light,False,82.749,-19.325,51.399
13-0632TPG,Endive,#D7D182,"215,209,130",1262,1,262,浅色调 Tint/Light,False,82.733,-9.283,39.904
13-0859TPG,Lemon Chrome,#FFC600,"255,198,0",1263,1,263,浅色调 Tint/Light,False,82.728,6.765,84.197
14-0827TPG,Dusky Citron,#E3CD81,"227,205,129",1264,1,264,浅色调 Tint/Light,False,82.69,-2.576,40.56
13-0915TPG,Reed Yellow,#DCCDA3,"220,205,163",1265,1,265,浅色调 Tint/Light,True,82.66,-1.262,22.841
14-0849TPG,Beach Ball,#F4C863,"244,200,99",1266,1,266,浅色调 Tint/Light,True,82.618,4.359,55.42
13-0640TPG,Acacia,#DCD067,"220,208,103",1267,1,267,浅色调 Tint/Light,False,82.544,-9.317,52.917
12-0418TPG,Hay,#D6CEA5,"214,206,165",1268,1,268,浅色调 Tint/Light,False,82.463,-3.764,21.439
13-0650TPG,Sulphur Spring,#D2D431,"210,212,49",1269,1,269,浅色调 Tint/Light,False,82.385,-18.63,73.708
13-0624TPG,Golden Mist,#D6CF92,"214,207,146",1270,1,270,浅色调 Tint/Light,False,82.378,-6.798,31.253
14-0957TPG,Spectra Yellow,#FFC428,"255,196,40",1271,1,271,浅色调 Tint/Light,True,82.324,8.342,77.723
13-0715TPG,Sea Mist,#DACCA7,"218,204,167",1272,1,272,浅色调 Tint/Light,True,82.316,-0.943,20.231
13-0922TPG,Straw,#E3CA92,"227,202,146",1273,1,273,浅色调 Tint/Light,True,82.19,0.838,31.201
